stop_id,location,coordinates,charging_sequence,total_energy_kWh,peak_power_kW,max_vehicles
,depot,"(None, None)","[{'start_time': '00:00:00', 'end_time': '03:25:06', 'power': 429, 'energy_kWh': 1466.465, 'vehicle_count': 39}, {'start_time': '03:25:06', 'end_time': '03:37:35', 'power': 418, 'energy_kWh': 86.967222, 'vehicle_count': 38}, {'start_time': '03:37:35', 'end_time': '03:44:24', 'power': 407, 'energy_kWh': 46.239722, 'vehicle_count': 37}, {'start_time': '03:44:24', 'end_time': '03:44:31', 'power': 396, 'energy_kWh': 0.77, 'vehicle_count': 36}, {'start_time': '03:44:31', 'end_time': '03:58:18', 'power': 385, 'energy_kWh': 88.443056, 'vehicle_count': 35}, {'start_time': '03:58:18', 'end_time': '03:59:21', 'power': 374, 'energy_kWh': 6.545, 'vehicle_count': 34}, {'start_time': '03:59:21', 'end_time': '03:59:47', 'power': 363, 'energy_kWh': 2.621667, 'vehicle_count': 33}, {'start_time': '03:59:47', 'end_time': '04:07:21', 'power': 352, 'energy_kWh': 44.391111, 'vehicle_count': 32}, {'start_time': '04:07:21', 'end_time': '04:08:37', 'power': 341, 'energy_kWh': 7.198889, 'vehicle_count': 31}, {'start_time': '04:08:37', 'end_time': '04:08:53', 'power': 330, 'energy_kWh': 1.466667, 'vehicle_count': 30}, {'start_time': '04:08:53', 'end_time': '04:12:47', 'power': 319, 'energy_kWh': 20.735, 'vehicle_count': 29}, {'start_time': '04:12:47', 'end_time': '04:29:36', 'power': 308, 'energy_kWh': 86.325556, 'vehicle_count': 28}, {'start_time': '04:29:36', 'end_time': '04:29:37', 'power': 297, 'energy_kWh': 0.0825, 'vehicle_count': 27}, {'start_time': '04:29:37', 'end_time': '04:41:36', 'power': 286, 'energy_kWh': 57.120556, 'vehicle_count': 26}, {'start_time': '04:41:36', 'end_time': '04:42:58', 'power': 275, 'energy_kWh': 6.263889, 'vehicle_count': 25}, {'start_time': '04:42:58', 'end_time': '04:47:11', 'power': 264, 'energy_kWh': 18.553333, 'vehicle_count': 24}, {'start_time': '04:47:11', 'end_time': '04:50:00', 'power': 253, 'energy_kWh': 11.876944, 'vehicle_count': 23}, {'start_time': '04:50:00', 'end_time': '04:51:52', 'power': 242, 'energy_kWh': 7.528889, 'vehicle_count': 22}, {'start_time': '04:51:52', 'end_time': '05:00:48', 'power': 231, 'energy_kWh': 34.393333, 'vehicle_count': 21}, {'start_time': '05:00:48', 'end_time': '05:01:47', 'power': 220, 'energy_kWh': 3.605556, 'vehicle_count': 20}, {'start_time': '05:01:47', 'end_time': '05:09:00', 'power': 209, 'energy_kWh': 25.138056, 'vehicle_count': 19}, {'start_time': '05:09:00', 'end_time': '05:10:00', 'power': 198, 'energy_kWh': 3.3, 'vehicle_count': 18}, {'start_time': '05:10:00', 'end_time': '05:10:51', 'power': 187, 'energy_kWh': 2.649167, 'vehicle_count': 17}, {'start_time': '05:10:51', 'end_time': '05:12:00', 'power': 176, 'energy_kWh': 3.373333, 'vehicle_count': 16}, {'start_time': '05:12:00', 'end_time': '05:12:06', 'power': 165, 'energy_kWh': 0.275, 'vehicle_count': 15}, {'start_time': '05:12:06', 'end_time': '05:12:29', 'power': 154, 'energy_kWh': 0.983889, 'vehicle_count': 14}, {'start_time': '05:12:29', 'end_time': '05:15:54', 'power': 143, 'energy_kWh': 8.143056, 'vehicle_count': 13}, {'start_time': '05:15:54', 'end_time': '05:15:56', 'power': 132, 'energy_kWh': 0.073333, 'vehicle_count': 12}, {'start_time': '05:15:56', 'end_time': '05:17:00', 'power': 121, 'energy_kWh': 2.151111, 'vehicle_count': 11}, {'start_time': '05:17:00', 'end_time': '05:20:36', 'power': 110, 'energy_kWh': 6.6, 'vehicle_count': 10}, {'start_time': '05:20:36', 'end_time': '05:26:00', 'power': 99, 'energy_kWh': 8.91, 'vehicle_count': 9}, {'start_time': '05:26:00', 'end_time': '05:29:00', 'power': 88, 'energy_kWh': 4.4, 'vehicle_count': 8}, {'start_time': '05:29:00', 'end_time': '05:32:00', 'power': 77, 'energy_kWh': 3.85, 'vehicle_count': 7}, {'start_time': '05:32:00', 'end_time': '05:34:00', 'power': 66, 'energy_kWh': 2.2, 'vehicle_count': 6}, {'start_time': '05:34:00', 'end_time': '05:39:00', 'power': 55, 'energy_kWh': 4.583333, 'vehicle_count': 5}, {'start_time': '05:39:00', 'end_time': '05:43:00', 'power': 44, 'energy_kWh': 2.933333, 'vehicle_count': 4}, {'start_time': '05:43:00', 'end_time': '05:46:00', 'power': 33, 'energy_kWh': 1.65, 'vehicle_count': 3}, {'start_time': '05:46:00', 'end_time': '05:50:00', 'power': 22, 'energy_kWh': 1.466667, 'vehicle_count': 2}, {'start_time': '05:50:00', 'end_time': '05:53:00', 'power': 11, 'energy_kWh': 0.55, 'vehicle_count': 1}, {'start_time': '21:00:00', 'end_time': '21:01:00', 'power': 11, 'energy_kWh': 0.183333, 'vehicle_count': 1}, {'start_time': '21:01:00', 'end_time': '21:02:00', 'power': 22, 'energy_kWh': 0.366667, 'vehicle_count': 2}, {'start_time': '21:02:00', 'end_time': '21:07:00', 'power': 33, 'energy_kWh': 2.75, 'vehicle_count': 3}, {'start_time': '21:07:00', 'end_time': '21:10:00', 'power': 55, 'energy_kWh': 2.75, 'vehicle_count': 5}, {'start_time': '21:10:00', 'end_time': '21:11:00', 'power': 77, 'energy_kWh': 1.283333, 'vehicle_count': 7}, {'start_time': '21:11:00', 'end_time': '21:14:00', 'power': 88, 'energy_kWh': 4.4, 'vehicle_count': 8}, {'start_time': '21:14:00', 'end_time': '21:17:00', 'power': 99, 'energy_kWh': 4.95, 'vehicle_count': 9}, {'start_time': '21:17:00', 'end_time': '21:18:00', 'power': 110, 'energy_kWh': 1.833333, 'vehicle_count': 10}, {'start_time': '21:18:00', 'end_time': '21:21:00', 'power': 121, 'energy_kWh': 6.05, 'vehicle_count': 11}, {'start_time': '21:21:00', 'end_time': '21:22:00', 'power': 143, 'energy_kWh': 2.383333, 'vehicle_count': 13}, {'start_time': '21:22:00', 'end_time': '21:24:00', 'power': 165, 'energy_kWh': 5.5, 'vehicle_count': 15}, {'start_time': '21:24:00', 'end_time': '21:26:00', 'power': 187, 'energy_kWh': 6.233333, 'vehicle_count': 17}, {'start_time': '21:26:00', 'end_time': '21:28:00', 'power': 209, 'energy_kWh': 6.966667, 'vehicle_count': 19}, {'start_time': '21:28:00', 'end_time': '21:31:00', 'power': 231, 'energy_kWh': 11.55, 'vehicle_count': 21}, {'start_time': '21:31:00', 'end_time': '21:32:00', 'power': 242, 'energy_kWh': 4.033333, 'vehicle_count': 22}, {'start_time': '21:32:00', 'end_time': '21:33:00', 'power': 253, 'energy_kWh': 4.216667, 'vehicle_count': 23}, {'start_time': '21:33:00', 'end_time': '21:34:00', 'power': 264, 'energy_kWh': 4.4, 'vehicle_count': 24}, {'start_time': '21:34:00', 'end_time': '21:35:00', 'power': 297, 'energy_kWh': 4.95, 'vehicle_count': 27}, {'start_time': '21:35:00', 'end_time': '21:36:00', 'power': 319, 'energy_kWh': 5.316667, 'vehicle_count': 29}, {'start_time': '21:36:00', 'end_time': '21:37:00', 'power': 330, 'energy_kWh': 5.5, 'vehicle_count': 30}, {'start_time': '21:37:00', 'end_time': '21:43:00', 'power': 341, 'energy_kWh': 34.1, 'vehicle_count': 31}, {'start_time': '21:43:00', 'end_time': '21:48:00', 'power': 352, 'energy_kWh': 29.333333, 'vehicle_count': 32}, {'start_time': '21:48:00', 'end_time': '21:50:00', 'power': 374, 'energy_kWh': 12.466667, 'vehicle_count': 34}, {'start_time': '21:50:00', 'end_time': '21:51:00', 'power': 385, 'energy_kWh': 6.416667, 'vehicle_count': 35}, {'start_time': '21:51:00', 'end_time': '21:54:00', 'power': 396, 'energy_kWh': 19.8, 'vehicle_count': 36}, {'start_time': '21:54:00', 'end_time': '21:56:00', 'power': 407, 'energy_kWh': 13.566667, 'vehicle_count': 37}, {'start_time': '21:56:00', 'end_time': '22:10:00', 'power': 418, 'energy_kWh': 97.533333, 'vehicle_count': 38}, {'start_time': '22:10:00', 'end_time': '23:59:59', 'power': 429, 'energy_kWh': 786.380833, 'vehicle_count': 39}]",3166.038334,429,39
